opportunity_id,lead_id,pipeline_stage,deal_value_usd,probability_percent,aging_days,expected_close_date,assigned_rep,lost_reason
O01051,L00023,Proposal Sent,119162,68.0,62,2026-04-12,Amit Patel,
O01052,L03991,Lost,476716,0.0,55,2025-12-18,Amit Patel,
O01053,L03366,Closed Won,28938,100.0,27,2026-06-06,Priya Shah,
O01054,L01822,Won,96688,100.0,52,2026-07-18,Karan Desai,
O01055,L03229,Negotiation,19761,62.0,41,2026-08-21,Neha Joshi,
O01056,L00310,Solution Discussion,12364,64.0,65,2026-01-18,Neha Joshi,
O01057,L03284,Proposal Submitted,60877,46.0,36,2026-03-05,Neha Joshi,
O01058,L02816,Won,28619,100.0,55,2026-04-11,Amit Patel,
O01059,L02671,Lost,114127,0.0,87,2026-04-28,Rahul Mehta,Competitor Chosen
O01060,L04164,Tech Call,77944,68.0,46,2025-12-04,Neha Joshi,
O01061,L02586,Lost,114563,0.0,35,2025-12-18,Rahul Mehta,
O01062,L04605,Technical Consultation,17019,32.0,49,2026-02-02,Karan Desai,
O01063,L00410,Lost,99968,0.0,27,2025-12-31,Priya Shah,Delayed Initiative
O01064,L03015,Inbound Lead,112760,29.0,82,2025-12-10,Amit Patel,
O01065,L00128,Closed Won,79688,100.0,38,2026-06-14,Karan Desai,
O01066,L02301,Negotiation,32070,46.0,29,2026-05-20,Karan Desai,
O01067,L02971,Proposal Shared,25910,64.0,18,2026-03-21,Neha Joshi,
O01068,L03295,Proposal Submitted,497001,66.0,56,2025-12-07,Priya Shah,
O01069,L03001,Inbound Lead,24975,65.0,52,2026-06-01,Karan Desai,
O01070,L00903,Lost,480020,0.0,25,2026-03-16,Neha Joshi,Delayed Initiative
O01071,L03177,Proposal Shared,477493,86.0,46,2026-08-21,Amit Patel,
O01072,L00450,Negotiation,470117,88.0,4,2026-08-30,Priya Shah,
O01073,L03500,Proposal Shared,477672,73.0,38,2026-01-10,Priya Shah,
O01074,L03803,Closed Won,217480,100.0,44,2026-03-08,Rahul Mehta,
O01075,L01808,Negotiation,30960,34.0,69,2026-06-18,Priya Shah,
O01076,L03298,Proposal Shared,301981,33.0,19,2026-07-12,Karan Desai,
O01077,L00990,Closed Lost,13616,0.0,9,2025-12-27,Amit Patel,Budget Constraints
O01078,L01266,Won,22922,100.0,17,2026-02-01,Karan Desai,
O01079,L03410,Proposal Submitted,496745,22.0,8,2026-06-23,Neha Joshi,
O01080,L02486,Closed Lost,198832,0.0,61,2025-12-18,Amit Patel,No Decision
O01081,L02975,Lost,250598,0.0,65,2026-05-13,Priya Shah,
O01082,L04942,Proposal Shared,38346,,41,2026-05-23,Rahul Mehta,
O01083,L04886,Technical Consultation,74553,27.0,59,2026-05-08,Priya Shah,
O01084,L00832,Won,22436,100.0,37,2026-08-20,Karan Desai,
O01085,L04348,Technical Consultation,444744,58.0,33,2025-12-28,Rahul Mehta,
O01086,L04678,Negotiation,131678,77.0,28,2026-06-07,Priya Shah,
O01087,L01508,Closed Lost,25609,,28,2026-01-31,Rahul Mehta,Budget Constraints
O01088,L01473,Inbound Lead,442915,65.0,4,2026-09-05,Amit Patel,
O01089,L00908,Closed Won,14493,100.0,40,2026-02-15,Neha Joshi,
O01090,L04725,Proposal Shared,174698,63.0,34,2026-06-24,Neha Joshi,
O01091,L04116,Negotiation,11713,,49,2025-12-26,Rahul Mehta,
O01092,L04586,Proposal Sent,36566,27.0,36,2026-06-29,Amit Patel,
O01093,L03481,Lost,462910,0.0,31,2026-03-29,Amit Patel,No Decision
O01094,L02526,Discovery Call,35143,55.0,17,2026-08-09,Karan Desai,
O01095,L04120,Lost,21707,0.0,36,2025-12-19,Amit Patel,Competitor Chosen
O01096,L01902,Technical Consultation,170724,67.0,49,2026-01-29,Priya Shah,
O01097,L03538,Proposal Sent,79116,74.0,12,2026-08-20,Amit Patel,
O01098,L03796,Won,48082,100.0,36,2026-06-30,Rahul Mehta,
O01099,L04851,Proposal Submitted,41091,,39,2026-01-18,Karan Desai,
O01100,L00828,Proposal Sent,69922,55.0,20,2025-12-19,Amit Patel,
O01101,L00417,Technical Consultation,36401,24.0,23,2025-12-21,Rahul Mehta,
O01102,L02025,Discovery Call,442217,,39,2026-07-07,Rahul Mehta,
O01103,L01341,Negotiation,46384,73.0,12,2026-06-22,Priya Shah,
O01104,L00538,Tech Call,44719,42.0,41,2026-05-25,Neha Joshi,
O01105,L03348,Discovery Call,24922,51.0,17,2026-05-17,Neha Joshi,
O01106,L03832,Inbound Lead,28001,48.0,56,2026-08-03,Amit Patel,
O01107,L03380,Proposal Sent,38701,71.0,81,2026-07-24,Amit Patel,
O01108,L03977,Discovery Call,66287,40.0,17,2025-11-13,Rahul Mehta,
O01109,L01539,Discovery Call,431299,61.0,45,2025-12-04,Rahul Mehta,
O01110,L03938,Closed Won,142411,100.0,20,2026-08-17,Priya Shah,
O01111,L03260,Proposal Submitted,355736,71.0,55,2026-01-27,Karan Desai,
O01112,L04392,Solution Discussion,480203,31.0,9,2026-02-02,Priya Shah,
O01113,L03895,Lost,69315,0.0,44,2026-03-29,Neha Joshi,
O01114,L02707,Proposal Submitted,109787,19.0,17,2026-04-18,Amit Patel,
O01115,L00650,Negotiation,34091,71.0,30,2026-07-24,Karan Desai,
O01116,L01047,Tech Call,103816,70.0,14,2026-07-12,Karan Desai,
O01117,L00095,Proposal Sent,30541,43.0,51,2026-08-31,Priya Shah,
O01118,L03677,Proposal Submitted,21231,37.0,18,2026-01-03,Rahul Mehta,
O01119,L03883,Proposal Shared,33727,75.0,46,2026-06-10,Priya Shah,
O01120,L02626,Closed Won,369956,100.0,28,2026-04-23,Neha Joshi,
O01121,L02748,Closed Lost,408213,0.0,32,2026-03-16,Priya Shah,Delayed Initiative
O01122,L04131,Discovery Call,39789,27.0,37,2026-04-13,Amit Patel,
O01123,L00135,Inbound Lead,22603,,19,2026-08-03,Neha Joshi,
O01124,L00552,Won,164651,100.0,39,2026-06-27,Priya Shah,
O01125,L01282,Discovery Call,279041,59.0,65,2026-02-15,Priya Shah,
O01126,L02351,Lost,94371,0.0,19,2026-05-01,Amit Patel,
O01127,L00809,Discovery Call,462376,21.0,58,2026-07-22,Rahul Mehta,
O01128,L02024,Closed Won,385909,100.0,64,2026-07-20,Neha Joshi,
O01129,L03438,Closed Lost,137193,0.0,18,2026-04-14,Karan Desai,Budget Constraints
O01130,L02904,Discovery Call,30920,,5,2026-03-05,Rahul Mehta,
O01131,L04904,Solution Discussion,89762,34.0,41,2026-01-04,Neha Joshi,
O01132,L03509,Proposal Submitted,42295,61.0,24,2026-03-22,Karan Desai,
O01133,L02211,Tech Call,484023,38.0,72,2026-03-20,Rahul Mehta,
O01134,L00343,Negotiation,258504,66.0,35,2026-09-03,Neha Joshi,
O01135,L02184,Tech Call,251500,38.0,18,2026-09-06,Karan Desai,
O01136,L04642,Closed Lost,77072,0.0,12,2025-12-11,Amit Patel,Budget Constraints
O01137,L01408,Negotiation,39207,85.0,56,2026-05-26,Priya Shah,
O01138,L00157,Negotiation,469256,53.0,23,2026-05-14,Rahul Mehta,
O01139,L04859,Proposal Submitted,351577,,35,2026-01-01,Amit Patel,
O01140,L04962,Proposal Submitted,183980,62.0,54,2026-01-31,Neha Joshi,
O01141,L04171,Lost,27582,0.0,25,2026-03-26,Rahul Mehta,Budget Constraints
O01142,L00596,Proposal Shared,379998,69.0,34,2026-05-09,Priya Shah,
O01143,L02297,Solution Discussion,68271,46.0,34,2025-11-23,Amit Patel,
O01144,L01938,Proposal Shared,330775,27.0,48,2026-02-01,Rahul Mehta,
O01145,L03058,Closed Lost,38433,0.0,46,2026-02-21,Priya Shah,Budget Constraints
O01146,L04963,Negotiation,368125,73.0,30,2026-02-03,Rahul Mehta,
O01147,L00053,Closed Lost,99504,0.0,36,2026-01-17,Priya Shah,Competitor Chosen
O01148,L02749,Negotiation,243276,84.0,27,2026-08-09,Priya Shah,
O01149,L02174,Tech Call,62494,28.0,5,2026-07-14,Karan Desai,
O01150,L04260,Proposal Shared,483193,51.0,40,2026-02-04,Priya Shah,
O01151,L02012,Proposal Submitted,97401,44.0,72,2026-04-14,Neha Joshi,
O01152,L04399,Inbound Lead,48510,53.0,17,2026-06-08,Amit Patel,
O01153,L02643,Closed Lost,37760,0.0,19,2026-05-04,Neha Joshi,Budget Constraints
O01154,L02000,Proposal Shared,44798,41.0,17,2026-06-03,Neha Joshi,
O01155,L02881,Negotiation,14386,23.0,49,2026-05-27,Rahul Mehta,
O01156,L02117,Negotiation,12157,36.0,43,2026-03-06,Priya Shah,
O01157,L02960,Won,148922,100.0,31,2026-06-02,Karan Desai,
O01158,L04261,Inbound Lead,46488,30.0,16,2026-07-10,Amit Patel,
O01159,L04570,Proposal Shared,30342,46.0,36,2026-09-04,Karan Desai,
O01160,L00559,Negotiation,98719,68.0,3,2026-05-01,Neha Joshi,
O01161,L04581,Negotiation,35034,34.0,37,2026-08-25,Amit Patel,
O01162,L00938,Lost,351604,0.0,52,2025-12-25,Neha Joshi,Budget Constraints
O01163,L01419,Solution Discussion,293710,26.0,9,2026-01-23,Karan Desai,
O01164,L00333,Tech Call,25201,27.0,4,2025-12-29,Amit Patel,
O01165,L02574,Negotiation,130010,31.0,66,2026-04-16,Priya Shah,
O01166,L02299,Discovery Call,129964,58.0,22,2026-07-10,Priya Shah,
O01167,L02760,Won,126478,100.0,57,2026-02-04,Karan Desai,
O01168,L00156,Lost,266180,0.0,31,2026-02-10,Priya Shah,Delayed Initiative
O01169,L02899,Inbound Lead,70985,33.0,31,2026-02-12,Karan Desai,
O01170,L04672,Negotiation,45658,35.0,43,2026-03-01,Karan Desai,
O01171,L00656,Technical Consultation,30388,30.0,17,2026-02-17,Priya Shah,
O01172,L03296,Lost,387040,0.0,37,2025-12-24,Amit Patel,
O01173,L01777,Closed Won,15122,100.0,27,2026-08-09,Rahul Mehta,
O01174,L04657,Proposal Shared,48177,34.0,8,2026-03-31,Priya Shah,
O01175,L04289,Lost,32731,0.0,41,2025-11-29,Amit Patel,
O01176,L04257,Tech Call,44200,,29,2026-05-02,Neha Joshi,
O01177,L02605,Technical Consultation,119140,42.0,31,2026-01-28,Priya Shah,
O01178,L01236,Technical Consultation,48335,59.0,10,2026-07-11,Karan Desai,
O01179,L02398,Proposal Sent,478518,16.0,66,2026-02-16,Neha Joshi,
O01180,L00572,Negotiation,60436,36.0,52,2026-04-22,Rahul Mehta,
O01181,L04031,Closed Lost,120868,0.0,54,2026-06-02,Neha Joshi,
O01182,L02182,Discovery Call,488510,,28,2026-05-02,Rahul Mehta,
O01183,L02905,Proposal Shared,43002,52.0,1,2026-01-04,Neha Joshi,
O01184,L02092,Closed Lost,105795,0.0,74,2026-05-02,Amit Patel,Budget Constraints
O01185,L04002,Discovery Call,38537,51.0,33,2026-06-10,Amit Patel,
O01186,L04712,Discovery Call,272699,64.0,20,2026-08-07,Priya Shah,
O01187,L04884,Lost,199075,0.0,43,2026-05-04,Priya Shah,Delayed Initiative
O01188,L02958,Discovery Call,459595,32.0,58,2026-07-10,Amit Patel,
O01189,L04429,Closed Won,344043,100.0,34,2026-05-21,Priya Shah,
O01190,L04012,Technical Consultation,293923,34.0,60,2025-11-19,Karan Desai,
O01191,L02906,Negotiation,131911,65.0,56,2026-07-07,Neha Joshi,
O01192,L04520,Closed Won,120187,100.0,13,2026-08-01,Neha Joshi,
O01193,L03586,Discovery Call,70561,39.0,21,2026-07-21,Karan Desai,
O01194,L01170,Lost,338231,0.0,54,2026-07-06,Amit Patel,
O01195,L03850,Proposal Sent,41623,72.0,1,2026-05-06,Priya Shah,
O01196,L01919,Won,59412,100.0,32,2026-04-10,Neha Joshi,
O01197,L04191,Closed Lost,41291,0.0,6,2026-02-06,Neha Joshi,Budget Constraints
O01198,L02423,Proposal Shared,32562,35.0,25,2025-12-16,Karan Desai,
O01199,L04208,Closed Won,467576,100.0,29,2026-01-06,Karan Desai,
O01200,L01987,Negotiation,27915,38.0,27,2026-05-01,Priya Shah,
O01201,L02633,Discovery Call,118139,24.0,23,2026-03-23,Karan Desai,
O01202,L02546,Discovery Call,283043,46.0,13,2025-11-25,Amit Patel,
O01203,L01705,Negotiation,97183,39.0,80,2026-01-06,Karan Desai,
O01204,L04051,Proposal Shared,145127,27.0,72,2026-02-22,Karan Desai,
O01205,L03223,Negotiation,21337,37.0,11,2026-01-15,Amit Patel,
O01206,L03439,Technical Consultation,139394,73.0,66,2026-03-05,Amit Patel,
O01207,L03332,Negotiation,432122,25.0,27,2025-12-20,Amit Patel,
O01208,L03047,Won,79667,100.0,37,2026-06-11,Rahul Mehta,
O01209,L03487,Discovery Call,84638,53.0,33,2025-12-02,Karan Desai,
O01210,L00815,Technical Consultation,67815,60.0,21,2026-02-17,Rahul Mehta,
O01211,L02530,Proposal Shared,41090,42.0,54,2026-03-15,Rahul Mehta,
O01212,L02752,Closed Lost,218906,0.0,37,2026-08-23,Rahul Mehta,No Decision
O01213,L03986,Solution Discussion,124382,53.0,25,2026-07-09,Neha Joshi,
O01214,L03357,Discovery Call,134754,58.0,8,2026-08-24,Karan Desai,
O01215,L00618,Solution Discussion,108276,41.0,17,2026-06-02,Amit Patel,
O01216,L00024,Closed Won,19764,,2,2026-03-29,Rahul Mehta,
O01217,L01417,Negotiation,71246,37.0,35,2026-02-13,Amit Patel,
O01218,L04316,Discovery Call,12374,67.0,11,2026-03-29,Priya Shah,
O01219,L03395,Tech Call,18547,28.0,29,2026-06-08,Priya Shah,
O01220,L00330,Proposal Shared,286431,65.0,62,2026-07-27,Karan Desai,
O01221,L03424,Negotiation,88763,31.0,58,2026-04-28,Neha Joshi,
O01222,L04579,Negotiation,54043,64.0,34,2026-02-17,Karan Desai,
O01223,L01503,Proposal Submitted,389724,60.0,33,2026-06-17,Rahul Mehta,
O01224,L03035,Proposal Shared,293102,84.0,72,2026-03-10,Amit Patel,
O01225,L03804,Technical Consultation,211826,56.0,45,2026-07-12,Amit Patel,
O01226,L04099,Solution Discussion,141847,63.0,28,2026-05-30,Amit Patel,
O01227,L03950,Closed Won,418948,100.0,6,2026-06-28,Karan Desai,
O01228,L03238,Proposal Shared,115483,21.0,42,2026-04-30,Priya Shah,
O01229,L04890,Closed Lost,33939,0.0,51,2025-12-08,Amit Patel,Competitor Chosen
O01230,L03330,Proposal Submitted,91091,55.0,22,2026-01-31,Rahul Mehta,
O01231,L01455,Proposal Sent,30466,35.0,40,2026-01-24,Priya Shah,
O01232,L04017,Discovery Call,60193,57.0,27,2026-04-04,Amit Patel,
O01233,L02934,Closed Lost,142861,0.0,31,2026-01-03,Priya Shah,No Decision
O01234,L04546,Proposal Submitted,88980,33.0,1,2026-02-23,Amit Patel,
O01235,L03018,Closed Won,400460,100.0,30,2026-04-15,Priya Shah,
O01236,L03031,Discovery Call,52905,60.0,54,2025-12-21,Rahul Mehta,
O01237,L00947,Closed Lost,42127,0.0,22,2026-04-15,Priya Shah,Competitor Chosen
O01238,L00046,Proposal Submitted,482529,38.0,36,2026-03-11,Neha Joshi,
O01239,L01186,Proposal Shared,22277,50.0,19,2025-11-28,Neha Joshi,
O01240,L04982,Closed Won,240124,100.0,42,2026-03-21,Priya Shah,
O01241,L01025,Negotiation,46896,65.0,30,2025-12-11,Priya Shah,
O01242,L02554,Proposal Sent,464363,50.0,16,2026-07-02,Karan Desai,
O01243,L04095,Discovery Call,106569,58.0,61,2026-06-21,Neha Joshi,
O01244,L02275,Tech Call,42090,52.0,53,2026-05-17,Karan Desai,
O01245,L00458,Solution Discussion,33827,28.0,22,2025-12-20,Karan Desai,
O01246,L01482,Closed Lost,188372,0.0,44,2026-01-27,Neha Joshi,Budget Constraints
O01247,L04440,Closed Won,159982,100.0,45,2026-01-25,Amit Patel,
O01248,L02323,Proposal Shared,112240,69.0,47,2026-03-11,Amit Patel,
O01249,L04844,Tech Call,367133,65.0,1,2025-11-27,Neha Joshi,
O01250,L02096,Negotiation,307409,21.0,55,2026-08-15,Rahul Mehta,
O01251,L03399,Closed Won,11132,100.0,23,2026-02-04,Neha Joshi,
O01252,L00586,Closed Won,51655,100.0,27,2026-07-12,Karan Desai,
O01253,L02829,Lost,342419,0.0,87,2025-12-23,Priya Shah,
O01254,L01594,Closed Won,201431,100.0,41,2026-05-06,Priya Shah,
O01255,L04696,Negotiation,445373,61.0,27,2025-11-14,Priya Shah,
O01256,L04341,Proposal Submitted,370075,51.0,1,2025-12-18,Priya Shah,
O01257,L01199,Technical Consultation,192303,33.0,62,2026-05-20,Priya Shah,
O01258,L01193,Proposal Shared,184720,33.0,8,2025-11-29,Neha Joshi,
O01259,L00904,Tech Call,99486,37.0,14,2026-03-17,Rahul Mehta,
O01260,L00980,Closed Won,478451,100.0,28,2025-11-19,Neha Joshi,
O01261,L02757,Won,378411,100.0,63,2026-08-28,Priya Shah,
O01262,L02018,Proposal Shared,15700,46.0,50,2026-05-09,Karan Desai,
O01263,L03714,Proposal Submitted,27544,54.0,31,2026-06-02,Priya Shah,
O01264,L00845,Won,145141,100.0,41,2025-12-08,Neha Joshi,
O01265,L00457,Negotiation,164758,45.0,22,2025-12-24,Karan Desai,
O01266,L01078,Closed Lost,60436,0.0,37,2026-05-04,Neha Joshi,Budget Constraints
O01267,L04104,Won,130653,100.0,36,2026-05-07,Priya Shah,
O01268,L04761,Won,10419,100.0,54,2026-05-25,Amit Patel,
O01269,L04573,Closed Won,36362,100.0,54,2026-08-17,Rahul Mehta,
O01270,L02496,Lost,76739,0.0,44,2025-12-09,Priya Shah,Competitor Chosen
O01271,L04610,Proposal Shared,92254,72.0,27,2026-02-22,Rahul Mehta,
O01272,L00932,Technical Consultation,22113,15.0,49,2026-03-01,Amit Patel,
O01273,L00083,Tech Call,87124,38.0,33,2026-07-02,Neha Joshi,
O01274,L00208,Tech Call,285722,47.0,13,2025-12-12,Karan Desai,
O01275,L02233,Closed Won,78003,100.0,26,2025-11-14,Amit Patel,
O01276,L00436,Inbound Lead,171754,26.0,36,2026-01-17,Karan Desai,
O01277,L03240,Closed Lost,118780,0.0,53,2025-12-29,Rahul Mehta,Competitor Chosen
O01278,L02815,Technical Consultation,45183,45.0,31,2025-11-28,Amit Patel,
O01279,L03262,Won,109484,100.0,10,2026-08-18,Neha Joshi,
O01280,L00031,Negotiation,73942,60.0,36,2026-08-25,Rahul Mehta,
O01281,L00910,Negotiation,86106,74.0,37,2026-01-15,Amit Patel,
O01282,L02488,Proposal Submitted,31189,87.0,38,2025-12-25,Amit Patel,
O01283,L00372,Negotiation,323492,52.0,53,2026-03-05,Karan Desai,
O01284,L00288,Negotiation,99208,39.0,55,2026-07-23,Amit Patel,
O01285,L04209,Closed Lost,40380,0.0,23,2026-01-04,Karan Desai,Budget Constraints
O01286,L02634,Negotiation,490674,22.0,22,2026-01-09,Amit Patel,
O01287,L01228,Proposal Shared,190341,39.0,14,2026-06-18,Karan Desai,
O01288,L04987,Proposal Sent,33748,35.0,48,2026-08-15,Rahul Mehta,
O01289,L04513,Won,156206,100.0,63,2026-06-30,Karan Desai,
O01290,L04765,Closed Lost,100730,0.0,28,2025-12-26,Priya Shah,
O01291,L01531,Discovery Call,56852,33.0,30,2026-02-02,Karan Desai,
O01292,L02340,Negotiation,321746,55.0,64,2026-05-20,Rahul Mehta,
O01293,L01918,Technical Consultation,193962,30.0,45,2026-04-21,Rahul Mehta,
O01294,L02202,Closed Lost,493880,0.0,43,2026-01-08,Rahul Mehta,No Decision
O01295,L03247,Technical Consultation,65634,51.0,11,2026-08-27,Amit Patel,
O01296,L04699,Solution Discussion,105800,50.0,48,2026-01-26,Rahul Mehta,
O01297,L00690,Closed Won,229826,100.0,16,2026-02-12,Karan Desai,
O01298,L00295,Proposal Shared,212398,,12,2026-05-11,Priya Shah,
O01299,L03490,Proposal Shared,61789,75.0,28,2026-04-07,Rahul Mehta,
O01300,L01706,Solution Discussion,197777,42.0,23,2025-12-08,Priya Shah,
O01301,L00881,Discovery Call,118346,51.0,30,2026-03-22,Priya Shah,
O01302,L01034,Proposal Submitted,163272,68.0,6,2026-05-02,Neha Joshi,
O01303,L02073,Negotiation,99894,70.0,54,2026-05-26,Neha Joshi,
O01304,L01252,Lost,146168,0.0,57,2026-03-22,Priya Shah,Delayed Initiative
O01305,L03029,Discovery Call,16913,29.0,1,2026-02-21,Amit Patel,
O01306,L03016,Negotiation,371906,27.0,54,2026-03-30,Priya Shah,
O01307,L01180,Proposal Sent,445497,72.0,18,2025-12-30,Neha Joshi,
O01308,L00960,Negotiation,74145,73.0,52,2026-06-02,Rahul Mehta,
O01309,L00244,Won,424614,100.0,33,2026-06-09,Priya Shah,
O01310,L01367,Closed Lost,12131,0.0,35,2026-07-20,Karan Desai,
O01311,L00874,Closed Lost,321194,0.0,31,2026-06-14,Rahul Mehta,Delayed Initiative
O01312,L01234,Discovery Call,16098,,59,2025-12-05,Amit Patel,
O01313,L01069,Proposal Submitted,47472,34.0,10,2026-05-12,Karan Desai,
O01314,L03084,Negotiation,56444,68.0,47,2026-03-20,Amit Patel,
O01315,L02598,Lost,33731,0.0,57,2026-07-11,Karan Desai,No Decision
O01316,L01962,Proposal Sent,36774,33.0,49,2026-07-15,Neha Joshi,
O01317,L01379,Proposal Submitted,497906,10.0,81,2026-04-26,Priya Shah,
O01318,L03656,Discovery Call,462736,74.0,24,2026-02-27,Rahul Mehta,
O01319,L01453,Proposal Shared,66798,73.0,54,2026-02-10,Rahul Mehta,
O01320,L03730,Won,16369,100.0,32,2026-08-01,Amit Patel,
O01321,L03248,Inbound Lead,12193,35.0,59,2026-08-21,Neha Joshi,
O01322,L02109,Proposal Sent,477322,51.0,34,2026-02-03,Neha Joshi,
O01323,L04145,Negotiation,10347,28.0,27,2026-08-27,Karan Desai,
O01324,L04670,Closed Lost,10503,0.0,61,2026-07-04,Amit Patel,Delayed Initiative
O01325,L00939,Proposal Shared,119099,67.0,25,2026-05-13,Neha Joshi,
O01326,L02272,Negotiation,83846,65.0,6,2026-08-22,Karan Desai,
O01327,L03859,Closed Lost,492239,0.0,24,2026-04-09,Neha Joshi,Budget Constraints
O01328,L02164,Proposal Submitted,264961,75.0,47,2026-02-18,Rahul Mehta,
O01329,L04420,Negotiation,132026,56.0,62,2026-04-17,Priya Shah,
O01330,L04888,Proposal Sent,259377,64.0,37,2026-03-06,Rahul Mehta,
O01331,L02287,Closed Won,102295,100.0,61,2025-12-01,Rahul Mehta,
O01332,L00400,Closed Lost,26500,0.0,7,2026-03-03,Amit Patel,No Decision
O01333,L01615,Proposal Shared,96366,43.0,26,2025-11-11,Rahul Mehta,
O01334,L00329,Technical Consultation,181972,50.0,29,2026-08-04,Neha Joshi,
O01335,L00955,Proposal Sent,351947,36.0,32,2026-01-12,Neha Joshi,
O01336,L01873,Proposal Shared,182741,65.0,36,2025-12-09,Rahul Mehta,
O01337,L02675,Won,61974,100.0,48,2026-06-09,Amit Patel,
O01338,L00350,Won,209059,100.0,26,2026-06-30,Karan Desai,
O01339,L02381,Closed Lost,16828,0.0,37,2026-06-29,Amit Patel,
O01340,L04568,Closed Lost,38401,,34,2026-06-09,Neha Joshi,
O01341,L01340,Proposal Sent,130858,48.0,16,2025-11-25,Rahul Mehta,
O01342,L04711,Discovery Call,374603,58.0,32,2026-06-03,Neha Joshi,
O01343,L02112,Proposal Sent,48998,,32,2026-02-15,Amit Patel,
O01344,L04060,Won,149427,100.0,31,2026-08-20,Priya Shah,
O01345,L03869,Lost,129620,0.0,35,2026-01-04,Neha Joshi,Delayed Initiative
O01346,L04158,Tech Call,14451,32.0,36,2026-07-04,Amit Patel,
O01347,L04371,Closed Won,219387,100.0,26,2026-01-31,Karan Desai,
O01348,L02010,Discovery Call,28079,55.0,60,2026-02-22,Priya Shah,
O01349,L04744,Discovery Call,38386,48.0,11,2026-04-26,Amit Patel,
O01350,L04872,Discovery Call,42726,,20,2025-12-31,Amit Patel,
O01351,L03401,Proposal Shared,88482,35.0,90,2026-06-19,Neha Joshi,
O01352,L03353,Won,218763,100.0,14,2026-07-06,Amit Patel,
O01353,L00588,Proposal Submitted,236776,72.0,7,2026-06-28,Amit Patel,
O01354,L01985,Negotiation,156269,74.0,49,2026-01-10,Neha Joshi,
O01355,L00500,Inbound Lead,37718,29.0,1,2025-12-10,Amit Patel,
O01356,L01260,Discovery Call,288536,75.0,30,2026-07-31,Karan Desai,
O01357,L01560,Lost,26973,0.0,77,2026-07-22,Amit Patel,Competitor Chosen
O01358,L04453,Negotiation,71411,62.0,4,2026-08-12,Rahul Mehta,
O01359,L04391,Tech Call,88937,74.0,1,2026-01-05,Amit Patel,
O01360,L04071,Closed Won,24532,100.0,5,2025-11-25,Rahul Mehta,
O01361,L04664,Won,22012,100.0,52,2026-04-15,Neha Joshi,
O01362,L00584,Proposal Submitted,232660,51.0,57,2025-12-23,Karan Desai,
O01363,L02188,Discovery Call,83492,67.0,24,2026-08-11,Neha Joshi,
O01364,L03697,Lost,101090,0.0,48,2025-12-30,Rahul Mehta,No Decision
O01365,L03968,Lost,327288,0.0,62,2026-06-15,Priya Shah,
O01366,L03338,Negotiation,85100,31.0,70,2026-05-10,Karan Desai,
O01367,L02129,Solution Discussion,95799,73.0,30,2026-05-26,Amit Patel,
O01368,L03998,Closed Won,18105,100.0,1,2026-03-11,Rahul Mehta,
O01369,L01697,Closed Won,74425,100.0,18,2026-03-14,Priya Shah,
O01370,L00880,Lost,37497,0.0,26,2025-11-20,Rahul Mehta,Budget Constraints
O01371,L03117,Negotiation,49394,38.0,29,2025-12-27,Neha Joshi,
O01372,L02588,Discovery Call,19259,60.0,31,2026-04-28,Karan Desai,
O01373,L02926,Lost,496549,0.0,57,2026-06-01,Amit Patel,Budget Constraints
O01374,L04020,Proposal Submitted,29117,60.0,60,2026-04-05,Priya Shah,
O01375,L04476,Discovery Call,323408,66.0,31,2026-03-11,Rahul Mehta,
O01376,L02225,Closed Won,34774,100.0,56,2026-06-22,Neha Joshi,
O01377,L01819,Negotiation,375131,47.0,42,2026-01-21,Amit Patel,
O01378,L00726,Won,33572,100.0,36,2025-12-02,Karan Desai,
O01379,L04878,Negotiation,13369,48.0,53,2026-06-18,Rahul Mehta,
O01380,L00858,Discovery Call,13731,51.0,36,2026-08-13,Priya Shah,
O01381,L03549,Proposal Shared,465633,66.0,76,2026-06-23,Rahul Mehta,
O01382,L00684,Discovery Call,32285,29.0,6,2025-11-29,Rahul Mehta,
O01383,L00817,Inbound Lead,341545,57.0,24,2026-08-31,Karan Desai,
O01384,L02152,Discovery Call,318207,29.0,32,2026-04-11,Karan Desai,
O01385,L00914,Discovery Call,414826,39.0,43,2026-02-28,Neha Joshi,
O01386,L03131,Tech Call,120790,69.0,60,2025-12-15,Karan Desai,
O01387,L00635,Proposal Shared,22351,53.0,34,2026-01-07,Priya Shah,
O01388,L03081,Proposal Sent,19278,51.0,6,2026-01-14,Amit Patel,
O01389,L04206,Discovery Call,36486,65.0,51,2026-08-08,Neha Joshi,
O01390,L01973,Lost,44491,0.0,50,2026-06-13,Priya Shah,
O01391,L00249,Closed Won,45530,100.0,1,2026-04-25,Amit Patel,
O01392,L01279,Discovery Call,101963,29.0,34,2026-06-10,Neha Joshi,
O01393,L02497,Lost,133069,0.0,3,2026-08-13,Amit Patel,
O01394,L01072,Solution Discussion,454147,58.0,21,2026-07-27,Neha Joshi,
O01395,L03741,Closed Won,380085,100.0,16,2026-09-04,Rahul Mehta,
O01396,L03591,Closed Won,41182,100.0,51,2026-03-03,Karan Desai,
O01397,L00576,Technical Consultation,21958,,37,2026-08-01,Neha Joshi,
O01398,L01954,Inbound Lead,451886,75.0,9,2026-07-12,Priya Shah,
O01399,L02845,Solution Discussion,176585,15.0,52,2026-08-23,Rahul Mehta,
